News text,Verdict,Probability breakdown,timestamp
"NASA confirms alien spacecraft found on dark side of the moon, cover-up revealed",🟢 REAL NEWS — 54.3% confidence,Fake: 45.7%  |  Real: 54.3%,2026-04-20 22:56:31.557063
